f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,0.1000,1.0000e-04,2.3768e+03,489.8067,2.5436e+03,391.4036,208.0546,244.5632,6.9019e+03,305.6525,7.3088e+03,41.5988,223.1673,92.5381,361.4951,2.0994e+03,-2.0966e+03
5.0119,1.0000e-04,3.9811e-04,2.4145e+03,495.4911,2.5406e+03,388.3804,140.2569,156.7680,7.4680e+04,305.1904,7.2869e+03,2.1249e+04,1.1269e+05,92.3605,360.3560,2.1227e+03,-2.1173e+03
5.0119,1.0000e-04,7.9433e-04,2.4662e+03,510.1173,2.5540e+03,390.7131,160.4151,167.1748,7.4166e+04,296.8639,7.0647e+03,2.2164e+04,1.1182e+05,98.7705,349.9731,2.3449e+03,-2.3395e+03
5.0119,1.0000e-04,0.0016,2.4952e+03,516.8496,2.5618e+03,391.6739,174.5984,176.5255,7.3879e+04,291.8889,6.9348e+03,2.2726e+04,1.1131e+05,102.7456,343.9097,2.4747e+03,-2.4694e+03
5.0119,1.0000e-04,0.0032,2.5108e+03,519.8164,2.5663e+03,391.9556,182.9070,182.8971,7.3727e+04,289.1448,6.8637e+03,2.3041e+04,1.1104e+05,104.9890,340.6159,2.5458e+03,-2.5405e+03
5.0119,1.0000e-04,0.0063,2.5189e+03,521.1512,2.5686e+03,392.0465,187.3938,186.6749,7.3648e+04,287.7023,6.8263e+03,2.3209e+04,1.1090e+05,106.1891,338.9059,2.5834e+03,-2.5779e+03
5.0119,1.0000e-04,0.0126,2.5230e+03,521.7850,2.5698e+03,392.1133,189.7274,188.7128,7.3608e+04,286.9631,6.8069e+03,2.3296e+04,1.1083e+05,106.8117,338.0377,2.6027e+03,-2.5974e+03
5.0119,1.0000e-04,0.0251,2.5251e+03,522.0969,2.5704e+03,392.1651,190.9209,189.7483,7.3587e+04,286.5891,6.7968e+03,2.3341e+04,1.1079e+05,107.1290,337.6010,2.6126e+03,-2.6076e+03
5.0119,1.0000e-04,0.0501,2.5261e+03,522.2498,2.5707e+03,392.1995,191.5264,190.2635,7.3577e+04,286.4012,6.7914e+03,2.3363e+04,1.1077e+05,107.2895,337.3826,2.6175e+03,-2.6134e+03
5.0119,1.0000e-04,0.1000,2.5266e+03,522.3245,2.5709e+03,392.2194,191.8323,190.5199,7.3572e+04,286.3069,6.7883e+03,2.3375e+04,1.1076e+05,107.3704,337.2734,2.6200e+03,-2.6171e+03
5.0119,1.9953e-04,1.0000e-04,2.2794e+03,445.9897,2.5115e+03,382.8378,146.7426,185.3379,7.5882e+04,322.9821,7.7875e+03,1.9297e+04,1.1468e+05,79.8949,383.6965,1.6221e+03,-1.6163e+03
